Q,J_numerical,J_exact,Absolute_difference,Percent_difference
7.820000000000000e+01,3.796645032440506e-12,3.709926482002479e-12,8.671855043802750e-14,2.337473555303988e+00
7.825000000000000e+01,3.782447822474331e-12,3.695728139229211e-12,8.671968324511953e-14,2.346484372717035e+00
7.830000000000001e+01,3.768313963816104e-12,3.681593149824306e-12,8.672081399179835e-14,2.355524102274497e+00
7.835000000000001e+01,3.754243133614635e-12,3.667521190933292e-12,8.672194268134361e-14,2.364592818051995e+00
7.840000000000001e+01,3.740235010869791e-12,3.653511941551422e-12,8.672306931836942e-14,2.373690594303723e+00
7.845000000000000e+01,3.726289276419339e-12,3.639565082511920e-12,8.672419390741883e-14,2.382817505424696e+00
7.850000000000000e+01,3.712405612928038e-12,3.625680296474291e-12,8.672531645374652e-14,2.391973625972498e+00
7.855000000000001e+01,3.698583704874432e-12,3.611857267912722e-12,8.672643696171054e-14,2.401159030623306e+00
7.860000000000001e+01,3.684823238539371e-12,3.598095683104564e-12,8.672755543480662e-14,2.410373794172561e+00
7.865000000000001e+01,3.671123901997393e-12,3.584395230118872e-12,8.672867187852089e-14,2.419617991614296e+00
7.870000000000000e+01,3.657485385102761e-12,3.570755598805062e-12,8.672978629769889e-14,2.428891698068684e+00
7.875000000000000e+01,3.643907379478121e-12,3.557176480781615e-12,8.673089869650562e-14,2.438194988780773e+00
7.880000000000001e+01,3.630389578504734e-12,3.543657569424877e-12,8.673200907985689e-14,2.447527939160701e+00
7.885000000000001e+01,3.616931677309228e-12,3.530198559857942e-12,8.673311745128560e-14,2.456890624723834e+00
7.890000000000001e+01,3.603533372755958e-12,3.516799148939584e-12,8.673422381637441e-14,2.466283121187836e+00
7.895000000000000e+01,3.590194363433816e-12,3.503459035253299e-12,8.673532818051735e-14,2.475705504410056e+00
7.900000000000000e+01,3.576914349644689e-12,3.490177919096407e-12,8.673643054828210e-14,2.485157850369354e+00
7.905000000000001e+01,3.563693033392484e-12,3.476955502469221e-12,8.673753092326334e-14,2.494640235161628e+00
7.910000000000001e+01,3.550530118372917e-12,3.463791489064326e-12,8.673862930859045e-14,2.504152735014115e+00
7.915000000000001e+01,3.537425309964716e-12,3.450685584255880e-12,8.673972570883556e-14,2.513695426340632e+00
7.920000000000000e+01,3.524378315218045e-12,3.437637495089035e-12,8.674082012900980e-14,2.523268385713346e+00
7.925000000000000e+01,3.511388842843999e-12,3.424646930269408e-12,8.674191257459084e-14,2.532871689864014e+00
7.930000000000001e+01,3.498456603203306e-12,3.411713600152628e-12,8.674300305067825e-14,2.542505415659675e+00
7.935000000000001e+01,3.485581308294916e-12,3.398837216733973e-12,8.674409156094308e-14,2.552169640071719e+00
7.940000000000001e+01,3.472762671746353e-12,3.386017493638042e-12,8.674517810831114e-14,2.561864440195477e+00
7.945000000000000e+01,3.460000408807063e-12,3.373254146108531e-12,8.674626269853231e-14,2.571589893355795e+00
7.950000000000000e+01,3.447294236334481e-12,3.360546890998072e-12,8.674734533640891e-14,2.581346076996569e+00
7.955000000000001e+01,3.434643872783378e-12,3.347895446758125e-12,8.674842602525292e-14,2.591133068664203e+00
7.960000000000001e+01,3.422049038199084e-12,3.335299533428978e-12,8.674950477010575e-14,2.600950946103474e+00
7.965000000000001e+01,3.409509454206123e-12,3.322758872629764e-12,8.675058157635904e-14,2.610799787217216e+00
7.970000000000000e+01,3.397024843996061e-12,3.310273187548588e-12,8.675165644747297e-14,2.620679669997770e+00
7.975000000000000e+01,3.384594932319828e-12,3.297842202932705e-12,8.675272938712299e-14,2.630590672591173e+00
7.980000000000001e+01,3.372219445478226e-12,3.285465645078771e-12,8.675380039945471e-14,2.640532873305231e+00
7.985000000000001e+01,3.359898111312065e-12,3.273143241823164e-12,8.675486948890169e-14,2.650506350604400e+00
7.990000000000001e+01,3.347630659193483e-12,3.260874722532346e-12,8.675593666113668e-14,2.660511183139330e+00
7.995000000000000e+01,3.335416820013302e-12,3.248659818093336e-12,8.675700191996558e-14,2.670547449652144e+00
8.000000000000000e+01,3.323256326173382e-12,3.236498260904206e-12,8.675806526917655e-14,2.680615229032697e+00
8.005000000000001e+01,3.311148911578203e-12,3.224389784864664e-12,8.675912671353920e-14,2.690714600349744e+00
8.010000000000001e+01,3.299094311623924e-12,3.212334125366710e-12,8.676018625721407e-14,2.700845642802173e+00
8.015000000000001e+01,3.287092263189659e-12,3.200331019285324e-12,8.676124390433506e-14,2.711008435737063e+00
8.020000000000000e+01,3.275142504628232e-12,3.188380204969247e-12,8.676229965898514e-14,2.721203058649086e+00
8.025000000000000e+01,3.263244775757805e-12,3.176481422231817e-12,8.676335352598766e-14,2.731429591205578e+00
8.030000000000001e+01,3.251398817851568e-12,3.164634412341859e-12,8.676440550970833e-14,2.741688113209319e+00
8.035000000000001e+01,3.239604373628751e-12,3.152838918014658e-12,8.676545561409283e-14,2.751978704599632e+00
8.040000000000001e+01,3.227861187245981e-12,3.141094683402959e-12,8.676650384302139e-14,2.762301445463637e+00
8.045000000000000e+01,3.216169004288884e-12,3.129401454088066e-12,8.676755020081853e-14,2.772656416052677e+00
8.050000000000000e+01,3.204527571762985e-12,3.117758977070976e-12,8.676859469200911e-14,2.783043696774955e+00
8.055000000000001e+01,3.192936638084061e-12,3.106167000763587e-12,8.676963732047418e-14,2.793463368168668e+00
8.060000000000001e+01,3.181395953068219e-12,3.094625274979964e-12,8.677067808825542e-14,2.803915510863176e+00
8.065000000000001e+01,3.169905267929443e-12,3.083133550927652e-12,8.677171700179177e-14,2.814400205780380e+00
8.070000000000000e+01,3.158464335266581e-12,3.071691581199060e-12,8.677275406752133e-14,2.824917533994376e+00
8.075000000000000e+01,3.147072909050950e-12,3.060299119762914e-12,8.677378928803592e-14,2.835467576605989e+00
8.080000000000001e+01,3.135730744622489e-12,3.048955921955734e-12,8.677482266675493e-14,2.846050414893953e+00
8.085000000000001e+01,3.124437598680548e-12,3.037661744473416e-12,8.677585420713166e-14,2.856666130289447e+00
8.090000000000001e+01,3.113193229277125e-12,3.026416345362822e-12,8.677688391430370e-14,2.867314804430864e+00
8.095000000000000e+01,3.101997395805783e-12,3.015219484013460e-12,8.677791179232332e-14,2.877996519073168e+00
8.100000000000000e+01,3.090849858993217e-12,3.004070921149211e-12,8.677893784400611e-14,2.888711356082390e+00
8.105000000000001e+01,3.079750380894226e-12,2.992970418820112e-12,8.677996207411320e-14,2.899459397541375e+00
8.110000000000001e+01,3.068698724882109e-12,2.981917740394202e-12,8.678098448790695e-14,2.910240725702739e+00
8.115000000000001e+01,3.057694655638085e-12,2.970912650549394e-12,8.678200508869083e-14,2.921055422906585e+00
8.120000000000000e+01,3.046737939145698e-12,2.959954915265449e-12,8.678302388024977e-14,2.931903571661904e+00
8.125000000000000e+01,3.035828342682642e-12,2.949044301815959e-12,8.678404086668332e-14,2.942785254641429e+00
8.130000000000001e+01,3.024965634812562e-12,2.938180578760413e-12,8.678505605214919e-14,2.953700554673290e+00
8.135000000000001e+01,3.014149585377353e-12,2.927363515936315e-12,8.678606944103734e-14,2.964649554747179e+00
8.140000000000001e+01,3.003379965489649e-12,2.916592884451331e-12,8.678708103831811e-14,2.975632338026652e+00
8.145000000000000e+01,2.992656547522013e-12,2.905868456675515e-12,8.678809084649769e-14,2.986648987744902e+00
8.150000000000000e+01,2.981979105101998e-12,2.895190006233581e-12,8.678909886841628e-14,2.997699587300047e+00
8.155000000000001e+01,2.971347413106651e-12,2.884557307997213e-12,8.679010510943803e-14,3.008784220331458e+00
8.160000000000001e+01,2.960761247651508e-12,2.873970138077455e-12,8.679110957405226e-14,3.019902970603280e+00
8.165000000000001e+01,2.950220386082926e-12,2.863428273817116e-12,8.679211226581043e-14,3.031055922001899e+00
8.170000000000000e+01,2.939724606971954e-12,2.852931493783256e-12,8.679311318869739e-14,3.042243158583578e+00
8.175000000000000e+01,2.929273690106721e-12,2.842479577759710e-12,8.679411234701099e-14,3.053464764570708e+00
8.180000000000001e+01,2.918867416482969e-12,2.832072306739660e-12,8.679510974330832e-14,3.064720824279682e+00
8.185000000000001e+01,2.908505568300678e-12,2.821709462918270e-12,8.679610538240787e-14,3.076011422261793e+00
8.190000000000001e+01,2.898187928953689e-12,2.811390829685348e-12,8.679709926834132e-14,3.087336643196481e+00
8.195000000000000e+01,2.887914283022966e-12,2.801116191618074e-12,8.679809140489198e-14,3.098696571910241e+00
8.200000000000000e+01,2.877684416270180e-12,2.790885334473781e-12,8.679908179639850e-14,3.110091293405445e+00
8.205000000000001e+01,2.867498115628826e-12,2.780698045182762e-12,8.680007044606421e-14,3.121520892800112e+00
8.210000000000001e+01,2.857355169199964e-12,2.770554111841155e-12,8.680105735880855e-14,3.132985455430265e+00
8.215000000000001e+01,2.847255366241776e-12,2.760453323703846e-12,8.680204253793015e-14,3.144485066730390e+00
8.220000000000000e+01,2.837198497163028e-12,2.750395471177439e-12,8.680302598558946e-14,3.156019812250100e+00
8.225000000000000e+01,2.827184353520364e-12,2.740380345813263e-12,8.680400770710054e-14,3.167589777810193e+00
8.230000000000001e+01,2.817212728008100e-12,2.730407740300435e-12,8.680498770766479e-14,3.179195049385311e+00
8.235000000000001e+01,2.807283414448744e-12,2.720477448458968e-12,8.680596598977625e-14,3.190835713008687e+00
8.240000000000001e+01,2.797396207790257e-12,2.710589265232905e-12,8.680694255735153e-14,3.202511854922908e+00
8.245000000000000e+01,2.787550904097758e-12,2.700742986683527e-12,8.680791741423086e-14,3.214223561525553e+00
8.250000000000000e+01,2.777747300546636e-12,2.690938409982591e-12,8.680889056404488e-14,3.225970919364389e+00
8.255000000000001e+01,2.767985195416545e-12,2.681175333405610e-12,8.680986201093475e-14,3.237754015164292e+00
8.260000000000001e+01,2.758264388083761e-12,2.671453556325202e-12,8.681083175855935e-14,3.249572935790604e+00
8.265000000000001e+01,2.748584679015287e-12,2.661772879204435e-12,8.681179981085184e-14,3.261427768277458e+00
8.270000000000000e+01,2.738945869761988e-12,2.652133103590268e-12,8.681276617171952e-14,3.273318599816827e+00
8.275000000000000e+01,2.729347762951409e-12,2.642534032107012e-12,8.681373084439680e-14,3.285245517734213e+00
8.280000000000001e+01,2.719790162282539e-12,2.632975468449818e-12,8.681469383272108e-14,3.297208609536868e+00
8.285000000000001e+01,2.710272872519012e-12,2.623457217378252e-12,8.681565514076044e-14,3.309207962900174e+00
8.290000000000001e+01,2.700795699481760e-12,2.613979084709862e-12,8.681661477189749e-14,3.321243665632989e+00
8.295000000000000e+01,2.691358450043950e-12,2.604540877313827e-12,8.681757273012314e-14,3.333315805727026e+00
8.300000000000000e+01,2.681960932124111e-12,2.595142403104626e-12,8.681852901948485e-14,3.345424471336214e+00
8.305000000000001e+01,2.672602954678985e-12,2.585783471035755e-12,8.681948364322994e-14,3.357569750743814e+00
8.310000000000001e+01,2.663284327698044e-12,2.576463891093497e-12,8.682043660454758e-14,3.369751732390841e+00
8.315000000000001e+01,2.654004862197828e-12,2.567183474290708e-12,8.682138790712051e-14,3.381970504897729e+00
8.320000000000000e+01,2.644764370216040e-12,2.557942032660664e-12,8.682233755537623e-14,3.394226157074689e+00
8.325000000000000e+01,2.635562664804251e-12,2.548739379250946e-12,8.682328555330526e-14,3.406518777876062e+00
8.330000000000001e+01,2.626399560020558e-12,2.539575328117357e-12,8.682423190320172e-14,3.418848456350631e+00
8.335000000000001e+01,2.617274870927525e-12,2.530449694317893e-12,8.682517660963207e-14,3.431215281797436e+00
8.340000000000001e+01,2.608188413583308e-12,2.521362293906734e-12,8.682611967657388e-14,3.443619343654134e+00
8.345000000000000e+01,2.599140005035024e-12,2.512312943928292e-12,8.682706110673166e-14,3.456060731469524e+00
8.350000000000000e+01,2.590129463315901e-12,2.503301462411288e-12,8.682800090461369e-14,3.468539535025767e+00
8.355000000000001e+01,2.581156607436296e-12,2.494327668362874e-12,8.682893907342206e-14,3.481055844215180e+00
8.360000000000001e+01,2.572221257379330e-12,2.485391381762799e-12,8.682987561653135e-14,3.493609749098994e+00
8.365000000000001e+01,2.563323234093793e-12,2.476492423557588e-12,8.683081053620498e-14,3.506201339855858e+00
8.370000000000000e+01,2.554462359492302e-12,2.467630615654791e-12,8.683174383751145e-14,3.518830706939923e+00
8.375000000000000e+01,2.545638456443263e-12,2.458805780917248e-12,8.683267552601566e-14,3.531497940989185e+00
8.380000000000001e+01,2.536851348760963e-12,2.450017743157400e-12,8.683360560356381e-14,3.544203132654017e+00
8.385000000000001e+01,2.528100861205063e-12,2.441266327131647e-12,8.683453407341576e-14,3.556946372804869e+00
8.390000000000001e+01,2.519386819473770e-12,2.432551358534713e-12,8.683546093905674e-14,3.569727752484679e+00
8.395000000000000e+01,2.510709050197878e-12,2.423872663994081e-12,8.683638620379707e-14,3.582547362892704e+00
8.400000000000000e+01,2.502067380935993e-12,2.415230071064446e-12,8.683730987154730e-14,3.595405295416687e+00
8.405000000000001e+01,2.493461640168267e-12,2.406623408222205e-12,8.683823194606203e-14,3.608301641602091e+00
8.410000000000001e+01,2.484891657290749e-12,2.398052504860000e-12,8.683915243074937e-14,3.621236493144219e+00
8.415000000000001e+01,2.476357262610641e-12,2.389517191281264e-12,8.684007132937725e-14,3.634209941917741e+00
8.420000000000000e+01,2.467858287340043e-12,2.381017298694835e-12,8.684098864520876e-14,3.647222079940832e+00
8.425000000000000e+01,2.459394563590783e-12,2.372552659209587e-12,8.684190438119599e-14,3.660272999383173e+00
8.430000000000001e+01,2.450965924370024e-12,2.364123105829102e-12,8.684281854092149e-14,3.673362792605741e+00
8.435000000000001e+01,2.442572203574864e-12,2.355728472446379e-12,8.684373112848522e-14,3.686491552156674e+00
8.440000000000001e+01,2.434213235985759e-12,2.347368593838567e-12,8.684464214719187e-14,3.699659370715954e+00
8.445000000000000e+01,2.425888857260460e-12,2.339043305661740e-12,8.684555159871923e-14,3.712866341059457e+00
8.450000000000000e+01,2.417598903933854e-12,2.330752444445713e-12,8.684645948814104e-14,3.726112556273405e+00
8.455000000000001e+01,2.409343213408787e-12,2.322495847588872e-12,8.684736581991511e-14,3.739398109584428e+00
8.460000000000001e+01,2.401121623949615e-12,2.314273353353064e-12,8.684827059655085e-14,3.752723094301702e+00
8.465000000000001e+01,2.392933974680467e-12,2.306084800858490e-12,8.684917382197779e-14,3.766087603961759e+00
8.470000000000000e+01,2.384780105577474e-12,2.297930030078656e-12,8.685007549881800e-14,3.779491732211063e+00
8.475000000000000e+01,2.376659857465624e-12,2.289808881835344e-12,8.685097563027965e-14,3.792935572887910e+00
8.480000000000001e+01,2.368573072013802e-12,2.281721197793620e-12,8.685187422018239e-14,3.806419220024186e+00
8.485000000000001e+01,2.360519591728748e-12,2.273666820456875e-12,8.685277127187251e-14,3.819942767798323e+00
8.490000000000001e+01,2.352499259950494e-12,2.265645593161893e-12,8.685366678860015e-14,3.833506310551809e+00
8.495000000000000e+01,2.344511920847374e-12,2.257657360073954e-12,8.685456077341919e-14,3.847109942784856e+00
8.500000000000000e+01,2.336557419411811e-12,2.249701966181970e-12,8.685545322984150e-14,3.860753759185545e+00
8.505000000000001e+01,2.328635601455117e-12,2.241779257293648e-12,8.685634416146864e-14,3.874437854613953e+00
8.510000000000001e+01,2.320746313602713e-12,2.233889080030701e-12,8.685723357201242e-14,3.888162324103341e+00
8.515000000000001e+01,2.312889403288554e-12,2.226031281824053e-12,8.685812146450124e-14,3.901927262824807e+00
8.520000000000000e+01,2.305064718751039e-12,2.218205710909117e-12,8.685900784192194e-14,3.915732766115877e+00
8.525000000000000e+01,2.297272109029533e-12,2.210412216321079e-12,8.685989270845444e-14,3.929578929536525e+00
8.530000000000001e+01,2.289511423957126e-12,2.202650647890210e-12,8.686077606691551e-14,3.943465848754288e+00
8.535000000000001e+01,2.281782514157177e-12,2.194920856237235e-12,8.686165791994138e-14,3.957393619597237e+00
8.540000000000001e+01,2.274085231039966e-12,2.187222692768691e-12,8.686253827127539e-14,3.971362338112936e+00
8.545000000000000e+01,2.266419426797205e-12,2.179556009672348e-12,8.686341712485672e-14,3.985372100527707e+00
8.550000000000000e+01,2.258784954396279e-12,2.171920659912650e-12,8.686429448362979e-14,3.999423003192175e+00
8.555000000000001e+01,2.251181667576297e-12,2.164316497226175e-12,8.686517035012258e-14,4.013515142607400e+00
8.560000000000001e+01,2.243609420845275e-12,2.156743376117144e-12,8.686604472813133e-14,4.027648615502839e+00
8.565000000000001e+01,2.236068069473986e-12,2.149201151852936e-12,8.686691762104998e-14,4.041823518759869e+00
8.570000000000000e+01,2.228557469491413e-12,2.141689680459647e-12,8.686778903176638e-14,4.056039949406813e+00
8.575000000000000e+01,2.221077477681172e-12,2.134208818717675e-12,8.686865896349678e-14,4.070298004657821e+00
8.580000000000001e+01,2.213627951577190e-12,2.126758424157329e-12,8.686952741986129e-14,4.084597781916910e+00
8.585000000000001e+01,2.206208749457829e-12,2.119338355054475e-12,8.687039440335357e-14,4.098939378706270e+00
8.590000000000001e+01,2.198819730343432e-12,2.111948470426194e-12,8.687125991723873e-14,4.113322892755429e+00
8.595000000000000e+01,2.191460753992279e-12,2.104588630026484e-12,8.687212396579485e-14,4.127748422013553e+00
8.600000000000000e+01,2.184131680893800e-12,2.097258694341978e-12,8.687298655182213e-14,4.142216064531745e+00
8.605000000000001e+01,2.176832372265628e-12,2.089958524587698e-12,8.687384767792935e-14,4.156725918523556e+00
8.610000000000001e+01,2.169562690049865e-12,2.082687982702836e-12,8.687470734702941e-14,4.171278082388827e+00
8.615000000000001e+01,2.162322496909374e-12,2.075446931346547e-12,8.687556556282645e-14,4.185872654737633e+00
8.620000000000000e+01,2.155111656222666e-12,2.068235233893788e-12,8.687642232887798e-14,4.200509734345790e+00
8.625000000000000e+01,2.147930032080023e-12,2.061052754431172e-12,8.687727764885141e-14,4.215189420167394e+00
8.630000000000001e+01,2.140777489278088e-12,2.053899357752851e-12,8.687813152523714e-14,4.229911811272464e+00
8.635000000000001e+01,2.133653893317212e-12,2.046774909356436e-12,8.687898396077643e-14,4.244677006915902e+00
8.640000000000001e+01,2.126559110397650e-12,2.039679275438915e-12,8.687983495873519e-14,4.259485106551357e+00
8.645000000000000e+01,2.119493007414702e-12,2.032612322892628e-12,8.688068452207479e-14,4.274336209791062e+00
8.650000000000000e+01,2.112455451955544e-12,2.025573919301250e-12,8.688153265429379e-14,4.289230416447342e+00
8.655000000000001e+01,2.105446312294025e-12,2.018563932935804e-12,8.688237935822147e-14,4.304167826473524e+00
8.660000000000001e+01,2.098465457387956e-12,2.011582232750702e-12,8.688322463725462e-14,4.319148540025020e+00
8.665000000000001e+01,2.091512756874291e-12,2.004628688379801e-12,8.688406849448950e-14,4.334172657416756e+00
8.670000000000000e+01,2.084588081065377e-12,1.997703170132498e-12,8.688491093287900e-14,4.349240279130976e+00
8.675000000000000e+01,2.077691300945539e-12,1.990805548989840e-12,8.688575195569914e-14,4.364351505840744e+00
8.680000000000001e+01,2.070822288166169e-12,1.983935696600658e-12,8.688659156551061e-14,4.379506438358108e+00
8.685000000000001e+01,2.063980915043322e-12,1.977093485277741e-12,8.688742976558176e-14,4.394705177705640e+00
8.690000000000001e+01,2.057167054552807e-12,1.970278787994006e-12,8.688826655880043e-14,4.409947825062042e+00
8.695000000000000e+01,2.050380580326972e-12,1.963491478378718e-12,8.688910194825403e-14,4.425234481791565e+00
8.700000000000000e+01,2.043621366651145e-12,1.956731430713724e-12,8.688993593742049e-14,4.440565249454142e+00
8.705000000000001e+01,2.036889288458712e-12,1.949998519929703e-12,8.689076852900877e-14,4.455940229746490e+00
8.710000000000001e+01,2.030184221328574e-12,1.943292621602462e-12,8.689159972611190e-14,4.471359524560951e+00
8.715000000000001e+01,2.023506041480983e-12,1.936613611949225e-12,8.689242953175749e-14,4.486823235962862e+00
8.720000000000000e+01,2.016854625774114e-12,1.929961367824971e-12,8.689325794914238e-14,4.502331466202839e+00
8.725000000000000e+01,2.010229851699869e-12,1.923335766718781e-12,8.689408498108861e-14,4.517884317688861e+00
8.730000000000001e+01,2.003631597380736e-12,1.916736686750213e-12,8.689491063052320e-14,4.533481893011174e+00
8.735000000000001e+01,1.997059741566035e-12,1.910164006665704e-12,8.689573490033040e-14,4.549124294934844e+00
8.740000000000001e+01,1.990514163628121e-12,1.903617605834983e-12,8.689655779313834e-14,4.564811626388744e+00
8.745000000000000e+01,1.983994743559977e-12,1.897097364247512e-12,8.689737931246499e-14,4.580543990525918e+00
8.750000000000000e+01,1.977501361970261e-12,1.890603162508958e-12,8.689819946130361e-14,4.596321490649780e+00
8.755000000000001e+01,1.971033900080142e-12,1.884134881837672e-12,8.689901824247017e-14,4.612144230232290e+00
8.760000000000001e+01,1.964592239720309e-12,1.877692404061207e-12,8.689983565910215e-14,4.628012312940553e+00
8.765000000000001e+01,1.958176263326866e-12,1.871275611612835e-12,8.690065171403045e-14,4.643925842603782e+00
8.770000000000000e+01,1.951785853938121e-12,1.864884387528113e-12,8.690146641000803e-14,4.659884923225463e+00
8.775000000000000e+01,1.945420895191407e-12,1.858518615441446e-12,8.690227974996154e-14,4.675889658997041e+00
8.780000000000001e+01,1.939081271319727e-12,1.852178179582687e-12,8.690309173704016e-14,4.691940154300934e+00
8.785000000000001e+01,1.932766867148058e-12,1.845862964773759e-12,8.690390237429895e-14,4.708036513693771e+00
8.790000000000001e+01,1.926477568089667e-12,1.839572856425281e-12,8.690471166438628e-14,4.724178841889548e+00
8.795000000000000e+01,1.920213260143223e-12,1.833307740533233e-12,8.690551960999008e-14,4.740367243783789e+00
8.800000000000000e+01,1.913973829889501e-12,1.827067503675639e-12,8.690632621386168e-14,4.756601824455100e+00
8.805000000000001e+01,1.907759164488538e-12,1.820852033009257e-12,8.690713147928033e-14,4.772882689190951e+00
8.810000000000001e+01,1.901569151675303e-12,1.814661216266314e-12,8.690793540898909e-14,4.789209943429726e+00
8.815000000000001e+01,1.895403679756669e-12,1.808494941751233e-12,8.690873800543579e-14,4.805583692773772e+00
8.820000000000000e+01,1.889262637609902e-12,1.802353098337402e-12,8.690953927250004e-14,4.822004043085152e+00
8.825000000000000e+01,1.883145914676822e-12,1.796235575463956e-12,8.691033921286575e-14,4.838471100340910e+00
8.830000000000001e+01,1.877053400960918e-12,1.790142263132573e-12,8.691113782834459e-14,4.854984970650245e+00
8.835000000000001e+01,1.870984987026790e-12,1.784073051904306e-12,8.691193512248399e-14,4.871545760400049e+00
8.840000000000001e+01,1.864940563995045e-12,1.778027832896412e-12,8.691273109863326e-14,4.888153576148029e+00
8.845000000000000e+01,1.858920023538199e-12,1.772006497779221e-12,8.691352575897809e-14,4.904808524568224e+00
8.850000000000000e+01,1.852923257879046e-12,1.766008938773012e-12,8.691431910603416e-14,4.921510712534699e+00
8.855000000000001e+01,1.846950159787797e-12,1.760035048644916e-12,8.691511114288096e-14,4.938260247135336e+00
8.860000000000001e+01,1.841000622578583e-12,1.754084720705835e-12,8.691590187274766e-14,4.955057235648979e+00
8.865000000000001e+01,1.835074540105581e-12,1.748157848807377e-12,8.691669129820446e-14,4.971901785499548e+00
8.870000000000000e+01,1.829171806761188e-12,1.742254327338813e-12,8.691747942237469e-14,4.988794004325180e+00
8.875000000000000e+01,1.823292317471588e-12,1.736374051224056e-12,8.691826624753248e-14,5.005733999898208e+00
8.880000000000001e+01,1.817435967694536e-12,1.730516915918651e-12,8.691905177588473e-14,5.022721880169743e+00
8.885000000000001e+01,1.811602653417550e-12,1.724682817406798e-12,8.691983601075148e-14,5.039757753338239e+00
8.890000000000001e+01,1.805792271153482e-12,1.718871652198368e-12,8.692061895511469e-14,5.056841727766394e+00
8.895000000000000e+01,1.800004717937879e-12,1.713083317325964e-12,8.692140061191534e-14,5.073973911998351e+00
8.900000000000000e+01,1.794239891325610e-12,1.707317710341987e-12,8.692218098362244e-14,5.091154414734638e+00
8.905000000000001e+01,1.788497689388559e-12,1.701574729315720e-12,8.692296007283872e-14,5.108383344867514e+00
8.910000000000001e+01,1.782778010713114e-12,1.695854272830435e-12,8.692373788267881e-14,5.125660811503592e+00
8.915000000000001e+01,1.777080754396245e-12,1.690156239980511e-12,8.692451441573412e-14,5.142986923903346e+00
8.920000000000000e+01,1.771405820042679e-12,1.684480530368577e-12,8.692528967410229e-14,5.160361791482529e+00
8.925000000000000e+01,1.765753107762850e-12,1.678827044102666e-12,8.692606366018307e-14,5.177785523859313e+00
8.930000000000001e+01,1.760122518171349e-12,1.673195681793395e-12,8.692683637795424e-14,5.195258230931050e+00
8.935000000000001e+01,1.754513952381080e-12,1.667586344551152e-12,8.692760782992824e-14,5.212780022693559e+00
8.940000000000001e+01,1.748927312001102e-12,1.661998933983307e-12,8.692837801779437e-14,5.230351009278533e+00
8.945000000000000e+01,1.743362499136362e-12,1.656433352191438e-12,8.692914694492456e-14,5.247971301104179e+00
8.950000000000000e+01,1.737819416382879e-12,1.650889501768575e-12,8.692991461430360e-14,5.265641008751754e+00
8.955000000000001e+01,1.732297966824887e-12,1.645367285796460e-12,8.693068102842637e-14,5.283360242959158e+00
8.960000000000001e+01,1.726798054032437e-12,1.639866607842828e-12,8.693144618960861e-14,5.301129114639578e+00
8.965000000000001e+01,1.721319582059145e-12,1.634387371958693e-12,8.693221010045141e-14,5.318947734909965e+00
8.970000000000000e+01,1.715862455439329e-12,1.628929482675664e-12,8.693297276366492e-14,5.336816215080695e+00
8.975000000000000e+01,1.710426579185901e-12,1.623492845003270e-12,8.693373418263138e-14,5.354734666690588e+00
8.980000000000001e+01,1.705011858785875e-12,1.618077364426303e-12,8.693449435957201e-14,5.372703201394518e+00
8.985000000000001e+01,1.699618200198838e-12,1.612682946902182e-12,8.693525329665635e-14,5.390721931031211e+00
8.990000000000001e+01,1.694245509855132e-12,1.607309498858321e-12,8.693601099681083e-14,5.408790967673734e+00
8.995000000000000e+01,1.688893694652851e-12,1.601956927189526e-12,8.693676746332519e-14,5.426910423605903e+00
9.000000000000000e+01,1.683562661953515e-12,1.596625139255398e-12,8.693752269811692e-14,5.445080411214187e+00
9.005000000000001e+01,1.678252319580906e-12,1.591314042877761e-12,8.693827670314493e-14,5.463301043075331e+00
9.010000000000001e+01,1.672962575819824e-12,1.586023546338102e-12,8.693902948172118e-14,5.481572432039282e+00
9.015000000000001e+01,1.667693339411484e-12,1.580753558375018e-12,8.693978103646533e-14,5.499894691101477e+00
9.020000000000000e+01,1.662444519551664e-12,1.575503988181693e-12,8.694053136997121e-14,5.518267933444603e+00
9.025000000000000e+01,1.657216025887662e-12,1.570274745403381e-12,8.694128048428154e-14,5.536692272405336e+00
9.030000000000001e+01,1.652007768516733e-12,1.565065740134904e-12,8.694202838182816e-14,5.555167821534066e+00
9.035000000000001e+01,1.646819657984296e-12,1.559876882918179e-12,8.694277506611752e-14,5.573694694639435e+00
9.040000000000001e+01,1.641651605279999e-12,1.554708084739732e-12,8.694352054026668e-14,5.592273005695571e+00
9.045000000000000e+01,1.636503521833901e-12,1.549559257028260e-12,8.694426480564102e-14,5.610902868753950e+00
9.050000000000000e+01,1.631375319517366e-12,1.544430311652180e-12,8.694500786518575e-14,5.629584398157458e+00
9.055000000000001e+01,1.626266910638971e-12,1.539321160917213e-12,8.694574972175845e-14,5.648317708433980e+00
9.060000000000001e+01,1.621178207941091e-12,1.534231717563970e-12,8.694649037712091e-14,5.667102914230792e+00
9.065000000000001e+01,1.616109124599965e-12,1.529161894765562e-12,8.694722983440374e-14,5.685940130474789e+00
9.070000000000000e+01,1.611059574221289e-12,1.524111606125209e-12,8.694796809608019e-14,5.704829472241237e+00
9.075000000000000e+01,1.606029470838600e-12,1.519080765673884e-12,8.694870516471542e-14,5.723771054802595e+00
9.080000000000001e+01,1.601018728910386e-12,1.514069287867960e-12,8.694944104242564e-14,5.742764993593107e+00
9.085000000000001e+01,1.596027263318153e-12,1.509077087586868e-12,8.695017573128547e-14,5.761811404235524e+00
